theta,re,im
-2.733175398191735,0.918910259667625,-0.6860413425483731
-2.7300337269963655,0.9201697761836454,-0.6932351846433547
-2.7268920558009957,0.9214460703758205,-0.7004840215456097
-2.723750384605626,0.9227393665582632,-0.7077887849604548
-2.7206087134102566,0.9240498937835411,-0.7151504244080297
-2.7174670422148868,0.9253778859596071,-0.7225699076823708
-2.714325371019517,0.9267235819703112,-0.7300482213243085
-2.711183699824147,0.9280872257996339,-0.7375863711087048
-2.7080420286287774,0.9294690666597653,-0.7451853825465302
-2.704900357433408,0.9308693591231697,-0.7528463014023198
-2.7017586862380383,0.9322883632587835,-0.7605701942275768
-2.6986170150426685,0.9337263447724883,-0.7683581489106849
-2.695475343847299,0.9351835751520242,-0.7762112752439595
-2.6923336726519294,0.9366603318165012,-0.7841307055084571
-2.6891920014565596,0.9381568982706757,-0.7921175950771947
-2.68605033026119,0.9396735642641785,-0.8001731230374838
-2.68290865906582,0.9412106259558654,-0.8082984928330771
-2.6797669878704506,0.942768386083495,-0.8164949329268847
-2.676625316675081,0.9443471541389257,-0.8247636974850372
-2.673483645479711,0.945947246549047,-0.8331060670830971
-2.6703419742843417,0.9475689868626583,-0.8415233494352837
-2.667200303088972,0.9492127059435287,-0.8500168801475876
-2.664058631893602,0.950878742169869,-0.8585880234956882
-2.6609169606982324,0.9525674416404744,-0.8672381732286615
-2.6577752895028626,0.9542791583877865,-0.8759687533994656
-2.6546336183074932,0.9560142545981557,-0.8847812192232706
-2.6514919471121234,0.9577731008395791,-0.8936770579647264
-2.6483502759167536,0.9595560762972212,-0.9026577898553148
-2.6452086047213843,0.9613635690170113,-0.911724969042001
-2.6420669335260145,0.9631959761576638,-0.9208801845684385
-2.6389252623306447,0.9650537042514378,-0.9301250613900269
-2.635783591135275,0.9669371694740098,-0.9394612614242305
-2.632641919939905,0.9688467979238158,-0.9488904846375702
-2.629500248744536,0.9707830259112681,-0.958414470170815
-2.626358577549166,0.9727463002582394,-0.9680349975039526
-2.6232169063537962,0.9747370786082474,-0.9777538876625766
-2.620075235158427,0.9767558297477889,-0.9875730044674522
