branch,sign,K,re,im,mag
0,pos,1.280426808936312,-0.9700720885622257,1.5860745659086581,1.8592128403251245
0,pos,1.3004334778259419,-0.9790095788816789,1.5936883371444754,1.8703749013212312
0,pos,1.3204401467155717,-0.9879686690511644,1.6012143934751664,1.8814807001132843
0,pos,1.3404468156052016,-0.9969487466488774,1.608653614464276,1.8925309125014966
0,pos,1.3604534844948315,-1.005949220622333,1.616006863293664,1.9035262059354228
0,pos,1.3804601533844614,-1.0149695204455709,1.623274986964449,1.914467239400545
0,pos,1.4004668222740912,-1.0240090953108445,1.6304588165067107,1.9253546633292782
0,pos,1.4204734911637211,-1.03306741335353,1.6375591671966112,1.9361891195341978
0,pos,1.440480160053351,-1.0421439609090348,1.644576838779646,1.9469712411614162
0,pos,1.4604868289429809,-1.0512382418004682,1.6515126156989433,1.95770165266225
0,pos,1.4804934978326107,-1.0603497766559342,1.6583672673275847,1.9683809697814725
0,pos,1.5005001667222406,-1.0694781022542168,1.6651415482039889,1.9790097995604918
0,pos,1.5205068356118705,-1.0786227708977916,1.6718361982695704,1.9895887403540662
0,pos,1.5405135045015004,-1.0877833498120077,1.678451943107902,2.000118381859165
0,pos,1.5605201733911302,-1.0969594205693989,1.684989494184694,2.0105993051547446
0,pos,1.5805268422807601,-1.106150578538068,1.6914495490879955,2.021032082751307
0,pos,1.60053351117039,-1.115356432353157,1.6978327917680804,2.031417278649209
0,pos,1.6205401800600199,-1.1245766034104134,1.7041398927765128,2.0417554484047415
0,pos,1.6405468489496497,-1.1338107253809429,1.7103715095039835,2.052047139203141
0,pos,1.6605535178392796,-1.1430584437462032,1.7165282864164961,2.0622928899376647
0,pos,1.6805601867289095,-1.1523194153524332,1.7226108552896098,2.0724932312940796
0,pos,1.7005668556185394,-1.161593307983619,1.728619835440406,2.0826486858398234
0,pos,1.7205735245081692,-1.1708797999522313,1.7345558339569123,2.092759768117243
0,pos,1.7405801933977991,-1.1801785797069742,1.740419445924792,2.102826984740383
0,pos,1.760586862287429,-1.1894893454567634,1.7462112546510535,2.112850834494751
